Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-wtlu,randomiser-pj22,order-cvp5,order-q334,order-npbb,branch-6wvj,Randomise questionnaire elements?,Question Key,Response
11,1670404650709,07/12/2022 09:17:30,1670404650634,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS5-quantised,5
12,1670404650709,07/12/2022 09:17:30,1670404650634,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS6,Agree
13,1670404650709,07/12/2022 09:17:30,1670404650634,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS6-quantised,4
14,1670404650709,07/12/2022 09:17:30,1670404650634,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS7,Strongly Agree
15,1670404650709,07/12/2022 09:17:30,1670404650634,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS7-quantised,5
16,1670404650709,07/12/2022 09:17:30,1670404650634,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS8,Strongly Agree
17,1670404650709,07/12/2022 09:17:30,1670404650635,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS8-quantised,5
18,1670404650709,07/12/2022 09:17:30,1670404650635,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS9,Agree
19,1670404650709,07/12/2022 09:17:30,1670404650635,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS9-quantised,4
20,1670404650709,07/12/2022 09:17:30,1670404650635,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS10,Disagree
21,1670404650709,07/12/2022 09:17:30,1670404650635,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS10-quantised,2
22,1670404650709,07/12/2022 09:17:30,1670404650635,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS11,Strongly Agree
23,1670404650789,07/12/2022 09:17:30,1670404650635,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS11-quantised,5
24,1670404650789,07/12/2022 09:17:30,1670404650636,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS12,Strongly Agree
25,1670404650789,07/12/2022 09:17:30,1670404650636,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS12-quantised,5
26,1670404650789,07/12/2022 09:17:30,1670404650636,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS13,Agree
27,1670404650789,07/12/2022 09:17:30,1670404650636,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS13-quantised,4
28,1670404650789,07/12/2022 09:17:30,1670404650636,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS14,Disagree
29,1670404650789,07/12/2022 09:17:30,1670404650637,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS14-quantised,2
30,1670404650789,07/12/2022 09:17:30,1670404650637,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS15,Strongly Agree
31,1670404650789,07/12/2022 09:17:30,1670404650637,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS15-quantised,5
32,1670404650789,07/12/2022 09:17:30,1670404650637,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS16,Disagree
33,1670404650789,07/12/2022 09:17:30,1670404650637,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS16-quantised,2
34,1670404650789,07/12/2022 09:17:30,1670404650637,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS17,Strongly Agree
35,1670404650789,07/12/2022 09:17:30,1670404650638,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS17-quantised,5
36,1670404650789,07/12/2022 09:17:30,1670404650638,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS18,Disagree
37,1670404650789,07/12/2022 09:17:30,1670404650638,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS18-quantised,2
38,1670404650789,07/12/2022 09:17:30,1670404650638,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS19,Agree
39,1670404650789,07/12/2022 09:17:30,1670404650638,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS19-quantised,4
40,1670404650789,07/12/2022 09:17:30,1670404650639,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS20,Agree
41,1670404650789,07/12/2022 09:17:30,1670404650639,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS20-quantised,4
42,1670404650789,07/12/2022 09:17:30,1670404650639,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS21,Agree
43,1670404650831,07/12/2022 09:17:30,1670404650639,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS21-quantised,4
44,1670404650831,07/12/2022 09:17:30,1670404650640,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS_accuracy-1,a) How much attention you pay to these sensations (e.g. how much they occupy your thoughts/mind). How much you think about these sensations? How much you monitor whether these signals are occurring or not (regardless of how well you can perceive them or how often they occur).
45,1670404650831,07/12/2022 09:17:30,1670404650640,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,IAS_accuracy-text,
46,1670404650831,07/12/2022 09:17:30,1670404650641,0,07/12/2022 09:17:30,100427,13,questionnaire-6z1p,,25745468,A649,7620788,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1873x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,AB,AB,accept,No,END QUESTIONNAIRE,246393
1,1671023200439,14/12/2022 13:06:40,1671023200368,0,14/12/2022 13:06:40,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,BEGIN QUESTIONNAIRE,
2,1671023371282,14/12/2022 13:09:31,1671023371265,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS1,Agree
3,1671023371353,14/12/2022 13:09:31,1671023371266,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS1-quantised,4
4,1671023371353,14/12/2022 13:09:31,1671023371266,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS2,Neither Agree or Disagree
5,1671023371353,14/12/2022 13:09:31,1671023371266,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS2-quantised,3
6,1671023371353,14/12/2022 13:09:31,1671023371267,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS3,Strongly Agree
7,1671023371353,14/12/2022 13:09:31,1671023371267,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS3-quantised,5
8,1671023371353,14/12/2022 13:09:31,1671023371267,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS4,Agree
9,1671023371353,14/12/2022 13:09:31,1671023371267,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS4-quantised,4
10,1671023371353,14/12/2022 13:09:31,1671023371267,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS5,Strongly Agree
11,1671023371353,14/12/2022 13:09:31,1671023371267,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS5-quantised,5
12,1671023371353,14/12/2022 13:09:31,1671023371267,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS6,Strongly Agree
13,1671023371353,14/12/2022 13:09:31,1671023371267,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS6-quantised,5
14,1671023371353,14/12/2022 13:09:31,1671023371267,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS7,Agree
15,1671023371353,14/12/2022 13:09:31,1671023371268,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS7-quantised,4
16,1671023371353,14/12/2022 13:09:31,1671023371268,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS8,Strongly Agree
17,1671023371353,14/12/2022 13:09:31,1671023371268,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS8-quantised,5
18,1671023371353,14/12/2022 13:09:31,1671023371268,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS9,Agree
19,1671023371353,14/12/2022 13:09:31,1671023371268,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS9-quantised,4
20,1671023371353,14/12/2022 13:09:31,1671023371269,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS10,Agree
21,1671023371353,14/12/2022 13:09:31,1671023371269,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS10-quantised,4
22,1671023371353,14/12/2022 13:09:31,1671023371269,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS11,Strongly Agree
23,1671023371410,14/12/2022 13:09:31,1671023371269,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS11-quantised,5
24,1671023371410,14/12/2022 13:09:31,1671023371269,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS12,Agree
25,1671023371410,14/12/2022 13:09:31,1671023371269,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS12-quantised,4
26,1671023371410,14/12/2022 13:09:31,1671023371269,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS13,Agree
27,1671023371410,14/12/2022 13:09:31,1671023371269,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS13-quantised,4
28,1671023371410,14/12/2022 13:09:31,1671023371270,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS14,Agree
29,1671023371410,14/12/2022 13:09:31,1671023371270,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS14-quantised,4
30,1671023371410,14/12/2022 13:09:31,1671023371270,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS15,Neither Agree or Disagree
31,1671023371410,14/12/2022 13:09:31,1671023371270,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS15-quantised,3
32,1671023371410,14/12/2022 13:09:31,1671023371270,0,14/12/2022 13:09:31,100427,13,questionnaire-6z1p,,25950888,A545,7666612,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Interoceptive Accuracy Scale (IAS),4,,first_interoception,,BA,BA,accept,No,IAS16,Disagree
